t,ax,ay,az,gx,gy,gz
0,0.16623625627199914,0.18601802032713907,9.821598150645208,2.0,0.1,0.1
50,0.14471940775997197,0.1763362851390591,9.844912773080273,2.0,0.1,0.1
100,0.15909296468859171,0.12063151796618295,9.806336461860113,2.0,0.1,0.1
150,0.1631970446319335,0.10343639008564265,9.896811308385274,2.0,0.1,0.1
200,0.16140624835024572,0.13035869379454135,9.804409117536716,2.0,0.1,0.1
250,0.14167842277494752,0.14069102394935773,9.807815603668567,2.0,0.1,0.1
300,0.148294202431537,0.14591360321674954,9.813947195419829,2.0,0.1,0.1
350,0.13906290781958053,0.15455930280525257,9.874780444091526,2.0,0.1,0.1
400,0.1367806152432346,0.15413951077566362,9.80105508092323,2.0,0.1,0.1
450,0.1960895970539832,0.19329813696522494,9.832709689677296,2.0,0.1,0.1
500,0.12817872323847518,0.12039761242569068,9.850507218838812,2.0,0.1,0.1
550,0.13124069568212882,0.1600510106881199,9.858371047559254,2.0,0.1,0.1
600,0.11910844295869787,0.19023322526251712,9.88586127435026,2.0,0.1,0.1
650,0.12551100538536764,0.18979386750796207,9.87117837355153,2.0,0.1,0.1
700,0.10030324605451672,0.12227733640830893,9.822871888245919,2.0,0.1,0.1
750,0.10980817891018507,0.10526094419807634,9.85845159770793,2.0,0.1,0.1
800,0.13992787333698176,0.1926443434030935,9.872194487214557,2.0,0.1,0.1
850,0.11600524145350276,0.11727560115256809,9.884093668338778,2.0,0.1,0.1
900,0.17030708376147174,0.129636504576884,9.841556903250478,2.0,0.1,0.1
950,0.11955952569661354,0.12816715793292355,9.834645797500412,2.0,0.1,0.1
1000,0.13294633629255653,0.13560301231227462,9.863593189906533,2.0,0.1,0.1
1050,0.1212514449679813,0.12377626817317486,9.804335492331207,2.0,0.1,0.1
1100,0.1164255033192317,0.17041382369065755,9.807867214209194,2.0,0.1,0.1
1150,0.17682048646658963,0.19419199461799516,9.843977757157518,2.0,0.1,0.1
1200,0.13516937654418834,0.1237864171307154,9.82402309689483,2.0,0.1,0.1
1250,0.1313320608174784,0.11419240452302515,9.834428963663822,2.0,0.1,0.1
1300,0.1328068022048694,0.12717239732328112,9.832259846006815,2.0,0.1,0.1
1350,0.1501537185834148,0.19501687781695026,9.897032512695636,2.0,0.1,0.1
1400,0.16697804510152328,0.10553856292645925,9.835044631175371,2.0,0.1,0.1
1450,0.18713539351377773,0.13708706285800507,9.887178245965934,2.0,0.1,0.1
1500,0.13694081911999287,0.1079752593485867,9.82184641454168,2.0,0.1,0.1
1550,0.19058188511983623,0.14815298243278077,9.804638307314132,2.0,0.1,0.1
1600,0.18029913151780969,0.19429867376206478,9.899000427843763,2.0,0.1,0.1
1650,0.11728433199480989,0.16886331966419166,9.824738308625193,2.0,0.1,0.1
1700,0.19227629434490426,0.18193427702592163,9.814472439858376,2.0,0.1,0.1
1750,0.19656373499207103,0.15883120381717133,9.815833084502918,2.0,0.1,0.1
1800,0.1287615233395568,0.11783069452920292,9.814928164191754,2.0,0.1,0.1
1850,0.1899028365674958,0.19790317936575846,9.847590186457213,2.0,0.1,0.1
1900,0.11040276211984411,0.1946620117537196,9.800716448935079,2.0,0.1,0.1
1950,0.17955936001392192,0.11328442481031867,9.81015523218608,2.0,0.1,0.1
2000,0.14880619657340893,0.14557810200360338,9.867793822262174,2.0,0.1,0.1
2050,0.15547440527633039,0.1594326340577387,9.802274507821403,2.0,0.1,0.1
2100,0.15444540743783983,0.14227819564056626,9.861209129150833,2.0,0.1,0.1
2150,0.14968952336545469,0.19468861245498137,9.837141467187974,2.0,0.1,0.1
2200,0.10441099110643895,0.13323970128810259,9.803733424662072,2.0,0.1,0.1
2250,0.1568512109434084,0.10804079758659568,9.812897840196756,2.0,0.1,0.1
2300,0.1253449680279788,0.177129704368432,9.87322540245185,2.0,0.1,0.1
2350,0.18096489593617757,0.16061779511398747,9.883866066459216,2.0,0.1,0.1
2400,0.10664650613181886,0.1635500754400449,9.858704337080892,2.0,0.1,0.1
2450,0.11051037893172355,0.1377645251293068,9.838208853142639,2.0,0.1,0.1
2500,0.15851735482893706,0.1620500337505276,9.801293039752718,2.0,0.1,0.1
2550,0.11014820867605195,0.14520677688437802,9.82364633408835,2.0,0.1,0.1
2600,0.19470570067339452,0.19023096481621232,9.865102166777916,2.0,0.1,0.1
2650,0.15578841265159235,0.11756339790929525,9.869388994849205,2.0,0.1,0.1
2700,0.16975659483063138,0.18480759429053242,9.824928045838593,2.0,0.1,0.1
2750,0.14794296223804684,0.13837268612343212,9.876741244933836,2.0,0.1,0.1
2800,0.11088313199569415,0.17274689658632134,9.801506658330297,2.0,0.1,0.1
2850,0.16628885670454102,0.19882833378655507,9.85134452654222,2.0,0.1,0.1
2900,0.1637556276643366,0.14817340941817592,9.882015688994112,2.0,0.1,0.1
2950,0.10753948011708464,0.10336025158149026,9.87198484095238,2.0,0.1,0.1
3000,0.12215976570047761,0.1919556146741588,9.843382134010254,2.0,0.1,0.1
3050,0.19066235446810614,0.12451062768927074,9.870204219578445,2.0,0.1,0.1
3100,0.17252729616335444,0.16476208705817552,9.808658243609154,2.0,0.1,0.1
3150,0.16308852642703603,0.17322712274776153,9.845695735298682,2.0,0.1,0.1
3200,0.1886587019595508,0.16500814632310007,9.846179867015001,2.0,0.1,0.1
3250,0.18132934653761798,0.19594635725557097,9.842154283781783,2.0,0.1,0.1
3300,0.10683983949759608,0.15298469192882336,9.882799500775718,2.0,0.1,0.1
3350,0.1893580571150021,0.14308331063672633,9.852548203633745,2.0,0.1,0.1
3400,0.1907726232876715,0.1583976526654486,9.852007506333491,2.0,0.1,0.1
3450,0.18297964670970399,0.137563979926505,9.877829471809875,2.0,0.1,0.1
3500,0.11836329327678186,0.14076837002658568,9.809467511659099,2.0,0.1,0.1
