t,ax,ay,az,gx,gy,gz
0,0.16085302663672577,0.16931266817451654,0.9937511643270356,0.0664237974460486,0.07600330413178384,0.09456980164677752
100,0.35842146352642135,0.4394251667771696,0.9402825781426822,0.02566697605756454,0.08944296897170748,0.031463546473143235
200,0.15321825338695474,0.5792804530112112,1.0205494742244758,0.017026276569193366,0.01711684445338878,0.06877776905200497
300,0.2026330730965398,0.5798827508281477,1.2685083131565162,0.09609663536473972,0.0570657208614886,0.09303795788983416
400,0.4718720044730067,0.14208105735553853,1.0596532768307538,0.0486912200928507,0.07262149562697998,0.057008468706372356
500,0.3997272481658005,0.5707085748224899,0.9273400348807658,0.006233074586620935,0.07360396303493243,0.012019583036040405
600,0.46052938265367793,0.5467612422131817,1.1914641040259413,0.012223982358601716,0.05668646576149905,0.08592959298254388
700,0.5493131661017594,0.4794709149201577,1.2267799156912438,0.06804388296303492,0.077306542667499,0.06395064223099373
800,0.46591498497161754,0.537036527240656,1.0525559553002408,0.0754847727254386,0.06121132151090297,0.01665712855112562
900,0.18725945298687988,0.15203242029368189,0.8131231851908357,0.08746187846233273,0.023418310267176147,0.07401923481573268
1000,0.13749290682397056,0.47409616504739227,1.1712969176963008,0.03768083590172621,0.06683193581164887,0.030282598297457698
1100,0.19581276004120338,0.5793525355468212,1.091739694395234,0.035540861995097865,0.06148538404854912,0.05503459653960757
1200,0.5486785610898847,0.1111655374523752,1.026498617864196,0.031675213922880634,0.06268141816314414,0.039314530938346186
1300,0.4955151598983307,0.4098465020364992,0.8820188057943519,0.07578178727536232,0.07706154424891613,0.0293839133372389
1400,0.26820683091571573,0.565846131643255,1.0113286191313573,0.0634030036851689,0.037535610065431504,0.056512139782096626
1500,0.47872569861019965,0.2645939423303273,0.9544791235407394,0.033240142079042544,0.09808984594330784,0.044323335098602416
1600,0.4977062347451673,0.33170726337613743,0.8837169386354804,0.04388380415238544,0.019476926359090308,0.00034561772479533296
1700,0.10132309399049219,0.33526964356240707,0.8577297066113256,0.029046545464189933,0.038555565153350325,0.07254288329824675
1800,0.1548691954431283,0.2600362295217751,0.9833574083833572,0.03530353856730321,0.009441193521881908,0.08644600930466347
1900,0.2675510682232548,0.53547967668053,1.2583321658992515,0.08010946889327171,0.030314874698764607,0.09362298866221591
2000,0.31604705948976863,0.2239581893661811,1.2324552961752033,0.020637840126878016,0.03907962701072423,0.033628010779892935
